id,lyrics,embedding
4GiVcDqNQI0fc0yYuRGH9m,i would swallow my pride i would choke on the rimes but the lack thereof would leave me empty inside swallow my doubt turn it inside out find nothin but faith in nothin wanna put my tender heart in a blender watch it spin round to a beautiful oblivion rendezvous then i m through with you i burn burn like a wicker cabinet chalk white and oh so frail i see our time has gotten stale the tick tock of the clock is painful all sane and logical i wanna tear it off the wall i hear words in clips and phrases i think sick like ginger ale my stomach turns and i exhale i would swallow my pride i would choke on the rimes but the lack thereof would leave me empty inside i would swallow my doubt turn it inside out find nothin but faith in nothin wanna put my tender heart in a blender watch it spin round to a beautiful oblivion rendezvous then i m through with you so cal is where my mind states but it s not my state of mind i m not as ugly sad as you or am i origami folded up and just pretend demented as the motives in your head  i would swallow my pride i would choke on the rimes but the lack thereof would leave me empty inside i would swallow my doubt turn it inside out find nothin but faith in nothin wanna put my tender heart in a blender watch it spin round to a beautiful oblivion rendezvous then i m through with you i alone am the one you don t know you need take heed feed your ego make me blind when your eyes close sink when you get close tie me to the bedpost i alone am the one you don t know you need you don t know you need me make me blind when your eyes close tie me to the bedpost i would swallow my pride i would choke on the rimes the lack thereof would leave me empty inside swallow my doubt turn it inside out find nothing but faith in nothing want to put my tender heart in a blender watch it spin round to a beautiful oblivion rendezvous then i m through now i m through with you through with you rendezvous then i m through with you10,"[-5.774871349334717, -7.4199724197387695, -5.474059581756592, -3.04950213432312, -3.6110570430755615, -5.287857532501221, -3.310584545135498, -4.9855852127075195, -5.119014263153076, -0.12092621624469757, -2.340014934539795, -5.450873374938965, -5.380156517028809, -7.252049446105957, -4.700928688049316, -8.274341583251953, -5.473165512084961, -6.961514472961426, -6.404411315917969, -4.445617198944092, -4.013653755187988, -7.677285194396973, -3.4131503105163574, -6.417476654052734, -5.392779350280762, -1.3309669494628906, -6.5745015144348145]"
5HF5PRNJ8KGtbzNPPc93tG,taking over this town they should worry but these problems aside i think i taught you well that we won t run and we won t run and we won t run and in the winter night sky ships are sailing looking down on these bright blue city lights and they won t wait and they won t wait and they won t wait we re here to stay we re here to stay we re here to stay howling ghosts they reappear in mountains that are stacked with fear but you re a king and i m a lionheart a lionheart his crown lit up the way as we moved slowly past the wondering eyes of the ones that were left behind though far away though far away though far away we re still the same we re still the same we re still the same howling ghosts they reappear in mountains that are stacked with fear but you re a king and i m a lionheart and in the sea that s painted black creatures lurk below the deck but you re a king and i m a lionheart and as the world comes to an end i ll be here to hold your hand cause you re my king and i m your lionheart a lionheart a lionheart a lionheart a lionheart a lionheart a lionheart a lionheart a lionheart  howling ghosts they reappear in mountains that are stacked with fear but you re a king and i m a lionheart and in the sea that s painted black creatures lurk below the deck but you re a king and i m a lionheart a lionheart a lionheart a lionheart a lionheart a lionheart a lionheart a lionheart a lionheart31,"[-5.639503479003906, -6.771108627319336, -6.1877121925354, -4.246513366699219, -2.34529447555542, -5.585220813751221, -6.745607852935791, -8.110984802246094, -6.6129255294799805, -5.413228511810303, -4.597011089324951, -6.425054550170898, -7.275583744049072, -6.573800563812256, -5.182711124420166, -7.714573383331299, -7.631240367889404, -6.195592880249023, -7.635472774505615, -6.6357011795043945, -5.008991718292236, -6.799117565155029, -3.128588914871216, -6.352100849151611, -8.157746315002441, -6.028284549713135, -7.020281791687012]"
3KC5FFplKpLMBCppRmGVpD,now that i have captured your attention i wanna steal you for a rhythm intervention mr tsa i m ready for inspection sh sh show me how you make a first impression oh oh can we take it nice and slow slow break it down and drop it low low cause i just wanna party all night in the neon lights til you can t let me go i just wanna feel your body right next to mine all night long baby slow down the song and when it s coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song if you want me i m accepting applications so long as we can keep this record on rotation you know i m good with mouth to mouth resuscitation breathe me in breathe me out so amazing oh oh can we take it nice and slow slow break it down and drop it low low cause i just wanna party all night in the neon lights til you can t let me go i just wanna feel your body right next to mine all night long baby slow down the song and when it s coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song  the music s got me going no stopping til the morning you know i m ready for it for it for it yeah the music s got me going no stopping til the morning you know i m ready for it for it for it yeah i just wanna feel your body right next to mine all night long baby slow down the song and when it s coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song how do i do it it s the cataracs ha ha ha203,"[-1.4762450456619263, -1.5358052253723145, -6.546736717224121, -4.818287372589111, -1.6266015768051147, -4.751049041748047, -6.693021297454834, -5.103586196899414, -1.3752975463867188, -6.157778263092041, -6.05210542678833, -6.605647563934326, -7.639965534210205, -3.0718183517456055, -7.719057559967041, -6.0306901931762695, -7.601624488830566, -2.189112424850464, -3.2967402935028076, -7.498620510101318, -3.0846831798553467, -5.628842830657959, -5.099942684173584, -5.971473693847656, -7.264431953430176, -6.852504253387451, -7.201049327850342]"
2ihCaVdNZmnHZWt0fvAM7B,hey hey hey i don t like walking around this old and empty house so hold my hand i ll walk with you my dear the stairs creak as you sleep it s keeping me awake it s the house telling you to close your eyes and some days i can t even dress myself it s killing me to see you this way cause though the truth may vary this ship will carry our bodies safe to shore hey hey hey there s an old voice in my head that s holding me back well tell her that i miss our little talks soon it will be over and buried with our past we used to play outside when we were young and full of life and full of love some days i don t know if i am wrong or right your mind is playing tricks on you my dear cause though the truth may vary this ship will carry our bodies safe to shore don t listen to a word i say the screams all sound the same though the truth may vary this ship will carry our bodies safe to shore hey hey  you re gone gone gone away i watched you disappear all that s left is a ghost of you now we re torn torn torn apart there s nothing we can do just let me go we ll meet again soon now wait wait wait for me please hang around i ll see you when i fall asleep don t listen to a word i say the screams all sound the same though the truth may vary this ship will carry our bodies safe to shore don t listen to a word i say the screams all sound the same though the truth may vary this ship will carry our bodies safe to shore though the truth may vary this ship will carry our bodies safe to shore though the truth may vary this ship will carry our bodies safe to shore139,"[-6.6258225440979, -7.072012901306152, -4.21964693069458, -3.335698127746582, -3.1562659740448, -2.577235698699951, -1.9883736371994019, -4.325331211090088, -3.741166353225708, -1.5465086698532104, -3.1572911739349365, -5.446173667907715, -5.834590911865234, -6.190924167633057, -3.3435540199279785, -7.374691963195801, -4.600379467010498, -5.346336841583252, -2.432291030883789, -2.7867116928100586, -3.412247896194458, -7.082946300506592, -3.1982057094573975, -5.515350818634033, -3.8302879333496094, -0.5290706753730774, -6.0110273361206055]"
5U2m76qAMdr3gXI0g6ptlG,when you re ready come and get it na na na na na na na na na na na na when you re ready come and get it na na na na na na na na na na na na when you re ready when you re ready when you re ready come and get it na na na na na na na na na na na na you ain t gotta worry it s an open invitation i ll be sitting right here real patient all day all night i ll be waiting standby can t stop because i love it hate the way i love you all day all night maybe i m addicted for life no lie i m not too shy to show i love you i got no regrets i love you much too much to hide you this love ain t finished yet this love ain t finished yet so baby whenever you re ready when you re ready come and get it na na na na na na na na na na na na when you re ready come and get it na na na na na na na na na na na na when you re ready when you re ready when you re ready come and get it na na na na na na na na na na na na you got the kind of love that i want let me get that and baby once i get it i m yours no take backs gon love you for life i ain t leaving your side even if you knock it ain t no way to stop it forever you re mine baby i m addicted no lie no lie  i m not too shy to show i love you i got no regrets so baby whenever you re ready when you re ready come and get it na na na na na na na na na na na na when you re ready come and get it na na na na na na na na na na na na when you re ready when you re ready when you re ready come and get it na na na na na na na na na na na na this love will be the death of me but i know i ll die happily i ll know i ll know i ll know because you love me so yeah when you re ready come and get it na na na na na na na na na na na na when you re ready come and get it na na na na na na na na na na na na when you re ready when you re ready when you re ready come and get it na na na na na na na na na na na na51,"[-4.938965320587158, -6.3826904296875, -5.2979583740234375, -5.232028007507324, -2.8536717891693115, -3.3020081520080566, -5.9372053146362305, -5.248539447784424, -3.4420101642608643, -6.233877658843994, -5.7116522789001465, -6.597352027893066, -7.908061981201172, -4.707217216491699, -6.653733730316162, -6.072239398956299, -7.6717729568481445, -4.685312271118164, 2.0005064010620117, -7.071336269378662, -3.7022881507873535, -7.739198684692383, -5.540180206298828, -7.3354010581970215, -6.883872032165527, -6.2783989906311035, -6.793946266174316]"
2MTMeQZLVI9yiZIXsCbzGi,wake up to your dreams and watch them come true i ll make you whisper my name and never leave the room night and day i ll be your muse no other girl can make you feel the way i do i can make the stars dance light up the moon i can make the stars dance if you want me to the sky is everywhere so meet me under there i can make the stars dance dance dance for you you you don t be afraid close your eyes let me take you to places that you ve never been tonight i thought by now you d realize i can do anything i put my mind to ooh i can make the stars dance light up the moon i can make the stars dance if you want me to the sky is everywhere so meet me under there i can make the stars dance dance dance for you you you everything i touch turns to love everything i do will open up heaven instead of us falling we re flying in love nothing s forever because we are just stardust i can make the stars dance light up the moon i can make the stars dance if you want me to the sky is everywhere so meet me under there i can make the stars dance dance dance for you you you  i can make the stars dance i can make the stars i can make i can make i can make the i can make the stars dance the sky is everywhere so meet me under there i can make the stars dance dance dance for you you you16,"[-5.030008792877197, -5.747411251068115, -5.838412761688232, -5.138607978820801, -2.1318719387054443, -3.7924065589904785, -6.88664436340332, -6.401334285736084, -3.7842562198638916, -6.4932732582092285, -6.733813285827637, -6.961681842803955, -7.515655040740967, -2.80094575881958, -6.297477722167969, -7.675633430480957, -7.639032363891602, -3.3366687297821045, -1.208897352218628, -6.8006768226623535, -3.0853426456451416, -6.261881351470947, -4.706897735595703, -6.223052024841309, -7.4675984382629395, -6.809579372406006, -6.121139049530029]"
2oGtIqSqW7lEPKn5lIIQeS,oh i miss the comfort of this house where we are where we are where we are where we are the floor under our feet whispers out come on in come on in where it all begins can you chase the fire away can you chase the fire away we climbed up to the top in worn out shoes but she ran down she ran down she ran down to the house a fox that gains our trust but then breaks it as he walks away from us away from us can you chase the fire away can you chase the fire away in the fall we sleep all day in the fall we sleep all day we sleep all day we sleep all day we sleep all day  can you chase the fire away can you chase the fire away in the fall we sleep all day in the fall we sleep all day la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la5,"[-6.642780780792236, -6.406942844390869, -5.3517985343933105, -3.2771332263946533, -4.975749969482422, -5.826391220092773, -4.231232643127441, -3.578770160675049, -5.240446090698242, -0.6462036967277527, -4.5253214836120605, -5.610860824584961, -5.043899059295654, -6.46569299697876, -5.560698509216309, -8.49605941772461, -5.025854587554932, -6.156230926513672, -6.011141300201416, -4.595962047576904, -5.967544078826904, -8.215665817260742, -4.119651794433594, -6.7519755363464355, -5.014810562133789, -0.33168745040893555, -5.461670875549316]"
0kAv1wGVCGPIHEH1hFJNcG,now s all we got and time can t be bought i know it inside my heart forever will forever be ours even if we try to forget love will remember you said you loved me i said i loved you back what happened to that what happened to that all your promises and all them plans we had what happened to that what happened to that boom gone yeah we move on even if we try to forget love will remember you and love will remember me i know it inside my heart forever will forever be ours even if we try to forget love will remember love will remember love will remember love will remember love will remember the trips we dreamed of taking the tacks left on the map what happened to that what happened to that when all you had was nothing and all we did was laugh what happened what happened what happened to that boom gone yeah we move on even if we try to forget love will remember you and love will remember me i know it inside my heart forever will forever be ours even if we try to forget love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember  break down the walls let heaven in somewhere in forever we ll dance again we used to be inseparable i used to think that i was irreplaceable we lit the whole world up before we blew it up i still don t know just how we screwed it up forever forever forever love will remember you and love will remember me i know it inside my heart forever will forever be ours even if we try to forget love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember18,"[-5.0162353515625, -5.421141624450684, -4.980777263641357, -5.014923095703125, -2.7500929832458496, -3.1080217361450195, -2.7211055755615234, -1.6090232133865356, -2.9264142513275146, -5.125482082366943, -5.130293369293213, -6.407291412353516, -6.894781112670898, -4.212852954864502, -4.6137166023254395, -6.774409294128418, -6.370456695556641, -4.013555526733398, 2.2244131565093994, -4.907388210296631, -2.329895496368408, -7.586533069610596, -3.8757033348083496, -6.657804012298584, -5.429258346557617, -4.577363014221191, -4.880682468414307]"
5KzBPwPBbMKQwK9OFOwBtV,it s a big bad world but i ain t ashamed i like the lights in my hand and the beat in my face it s a big bad world but i ain t ashamed i like the lights in my hand and the beat in my face b b b beat in my face b b b beat in my face i like the lights in my hand and the beat in my face b b b beat in my face b b b beat in my face i like the lights in my hand and the beat in my face i ma make you bend your back back b b back back ey yo ey yo oh my god this beat is crack when i do this you do that i feel like dancing when i hear that sound just wanna do it eh just wanna do it eh i feel like dancing when i hear that sound just wanna do it eh just wanna do it eh it s a big bad world but i ain t ashamed i like the lights in my hand and the beat in my face it s a big bad world but i ain t ashamed i like the lights in my hand and the beat in my face b b b beat in my face b b b beat in my face i like the lights in my hand and the beat in my face b b b beat in my face b b b beat in my face i like the lights in my hand and the beat in my face  i ma bring the party back back b b back back ey yo ey yo we gon blow the thermostat when i do this you do that i feel like dancing when i hear that sound just wanna do it eh just wanna do it eh i feel like dancing when i hear that sound just wanna do it eh just wanna do it eh it s a big bad world but i ain t ashamed i like the lights in my hand and the beat in my face it s a big bad world but i ain t ashamed i like the lights in my hand and the beat beat beat beat beat beat beat beat beat automatic dance o matic i can t get enough i can t get enough i can t get enough of that beat in my face b b b beat in my face b b b beat in my face i like the lights in my hand and the beat in my face b b b beat in my face b b b beat in my face i like the lights in my hand and the beat in my face12,"[-2.048846483230591, -5.526609897613525, -6.194636344909668, -5.363997459411621, -0.6645064949989319, -5.538138389587402, -5.444206714630127, -5.891617774963379, -4.160543441772461, -5.885839939117432, -4.9680867195129395, -6.339031219482422, -7.258218288421631, -4.113195419311523, -7.351291179656982, -6.812178134918213, -8.002732276916504, -2.9050447940826416, 1.2607452869415283, -7.320298194885254, -4.4455180168151855, -6.219042778015137, -4.405172824859619, -6.36724853515625, -7.105533599853516, -6.727555751800537, -6.79920768737793]"
345HZXxfL8S8HkVzytD1Pw,tell em that it s my birthday tell em that it s my birthday tell em that it s my birthday when i party like that every night s my birthday they don t know so it s okay tell em that it s my birthday when i party like that jazz it up jazz it up happy as can be fallin into you fallin into me how do you do come and meet the queen cake and cream blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me tell em that it s my birthday tell em that it s my birthday tell em that it s my birthday when i party like that every night s my birthday they don t know so it s okay tell em that it s my birthday when i party like that jazz it up jazz it up feeling fine and free crashing into you crashing into me it s all i wanna do come and dance with me pretty please  blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me tell em that it s my birthday tell em that it s my birthday tell em that it s my birthday when i party like that every night s my birthday they don t know so it s okay tell em that it s my birthday when i party like that blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me party on baby tell em that it s my birthday tell em that it s my birthday tell em that it s my birthday when i party like that every night s my birthday they don t know so it s okay tell em that it s my birthday when i party like that18,"[-5.695881366729736, -4.546877861022949, -5.981308460235596, -4.901158809661865, -4.048496246337891, -5.590503215789795, -5.437446117401123, -4.141315460205078, -4.3715925216674805, -6.292431831359863, -6.493719577789307, -6.949335098266602, -7.222980499267578, -0.4486428499221802, -6.489819049835205, -6.139379501342773, -7.313671588897705, -1.1909366846084595, -4.671359539031982, -6.173154354095459, -5.044219970703125, -6.635682106018066, -5.304214000701904, -5.841226577758789, -7.870044708251953, -6.378012180328369, -4.761336326599121]"
3QTQmvGisiVvKVzxzRYb1X,i told i told i told myself again i m never running back on what i said trying not to roam but you re so far away so far away won t listen to the conscience in my head i m conscious but i m lonely halfway dead tired of the things you never you never said you never said our love was made to rule the world you came and broke the perfect girl our love was made to rule the world our love was made to rule the world you left me wanting what we were our love was made to rule the world forget forever forget forever forget you ever knew my name my name my name my name i know i know i know we can t pretend that we were never lovers in the end i try to tell myself this pain would go away just go away our love was made to rule the world you came and broke the perfect girl our love was made to rule the world our love was made to rule the world you left me wanting what we were our love was made to rule the world forget forever forget forever forget you ever knew my name my name my name my name  our love was made to rule the world you came and broke the perfect girl our love was made to rule the world forget forever forget forever forget you ever knew my name my name my name my name forget forever forget forever9,"[-4.58823299407959, -6.607899188995361, -4.043509006500244, -3.6983931064605713, -3.5173118114471436, -3.757955551147461, -5.688610553741455, -6.142831802368164, -2.933990240097046, -2.1121666431427, -3.9953935146331787, -4.893271446228027, -6.207794666290283, -6.045016765594482, -5.904613018035889, -6.317213535308838, -5.0790696144104, -4.908504486083984, 1.8369420766830444, -5.625306129455566, -4.590417385101318, -6.822994709014893, -4.10442590713501, -6.366302013397217, -4.5249223709106445, -1.0600348711013794, -5.9935150146484375]"
7GIwayjPG6B6rwzqSYZPOJ,all i need all all i need all i need all all i need all i need all all i need all i need all all i need all i need all all i need all i need all all i need it s early in the morning i m laughing at the sun my mirror disappoints me and am i the only one all i need all all i need all i need all all i need all i need all all i need is you smiling at me all all i need all i need all all i need all i need all all i need is life love with you i think i m getting closer but the scenery s the same am i a disappointment i ll blame it on the pain it s all i need all all i need all i need all all i need all i need all all i need is you smiling at me all all i need all i need all all i need all i need all all i need is life love with you all i need is you is all i need if you could simply believe in me and we would be forever together all i need all all i need all i need all all i need all i need all all i need is you smiling at me all all i need all i need all all i need all i need all all i need is you smiling at me all i need is you is all i need all i need is you is all i need all i need is you is all i need is life love with you1,"[-6.255984306335449, -4.304544448852539, -4.5783843994140625, -2.4287490844726562, -4.721090793609619, -5.662178993225098, -5.958126544952393, -6.05039644241333, -4.295844554901123, 0.520011842250824, -3.4150707721710205, -5.362464904785156, -4.722096920013428, -5.789492130279541, -6.606242656707764, -7.228130340576172, -5.496482849121094, -4.453363418579102, -2.6070401668548584, -5.341799736022949, -4.484893321990967, -7.374730110168457, -4.0375189781188965, -6.276894569396973, -4.154196262359619, -0.7806286811828613, -5.807103157043457]"
0PrG8wfioefUzlDaHfoozJ,yeah is the answer none of the above crouched in a whole like a mud streaked fugitive every day a different version of pouring it away like water through a sieve hey better realize my friend lord in the end now you can t take it with gotta live if only for a second i see it twinkling in your eye gotta try well it s flesh and blood and camouflage straight into the wall now something s gotta give just another act of sabotage seen through the haze of a mind rot sedative when will you realize my friend lord in the end now you can t take it with gotta live if only for a second i see it twinkling in your eye gotta try the world that you re forsaking is surely more than just a lie gotta try yeah  when will you realize my friend lord in the end now you can t take it with gotta live if only for a second i see it twinkling in your eye gotta try the world that you re forsaking is surely more than just a lie gotta try it s for the taken and you know not to testify gotta try every day just a different version of ,"[-7.086738586425781, -5.965123176574707, -4.974748134613037, -2.215268135070801, -2.6938512325286865, -5.295196533203125, -3.6282501220703125, -4.330806732177734, -5.6776652336120605, -3.2293858528137207, -4.052926063537598, -5.9122314453125, -4.668862819671631, -6.90098237991333, -5.412027359008789, -8.36387825012207, -6.816116809844971, -6.5135698318481445, -7.463990211486816, -5.340802192687988, -3.207200765609741, -7.280213832855225, -0.19495995342731476, -6.2338738441467285, -6.045560359954834, -4.970816135406494, -4.236826419830322]"
3cHyrEgdyYRjgJKSOiOtcS,it s goin down i m yellin timber you better move you better dance let s make a night you won t remember i ll be the one you won t forget ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh the bigger they are the harder they fall this biggity boy s a diggity dog i have em like miley cyrus clothes off twerking in their bras and thongs face down booty up that s the way we like the what i m slicker than an oil spill she say she won t but i bet she will swing your partner round and round end of the night it s goin down one more shot another round end of the night it s goin down swing your partner round and round end of the night it s goin down one more shot another round end of the night it s goin down it s goin down i m yellin timber you better move you better dance let s make a night you won t remember i ll be the one you won t forget it s goin down i m yellin timber you better move you better dance let s make a night you won t remember i ll be the one you won t forget  whoa oh oh whoa oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh whoa oh oh whoa oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh look up in the sky it s a bird it s a plane nah it s just me ain t a damn thing changed live in hotels swing on planes blessed to say money ain t a thing club jumping like lebron now voli order me another round homie we about to climb why cause it s about to go down swing your partner round and round end of the night it s goin down one more shot another round end of the night it s goin down swing your partner round and round end of the night it s goin down one more shot another round end of the night it s goin down it s goin down i m yellin timber you better move you better dance let s make a night you won t remember i ll be the one you won t forget it s goin down i m yellin timber you better move you better dance let s make a night you won t remember i ll be the one you won t forget whoa oh oh whoa oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh whoa oh oh whoa oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh whoa oh oh whoa oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh whoa oh oh whoa oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh 85,"[-5.581800937652588, -5.342731475830078, -5.021430969238281, -3.754350423812866, -2.9834675788879395, -4.443237781524658, -7.2788801193237305, -7.123364448547363, -5.977421760559082, -6.310268402099609, -5.796216011047363, -6.586361885070801, -7.394021034240723, -5.011046409606934, -6.931849956512451, -8.147785186767578, -8.225263595581055, -4.929080009460449, -5.488500595092773, -7.763776779174805, -4.665461540222168, -7.052582740783691, -4.763418197631836, -6.933572292327881, -8.314382553100586, -7.058431625366211, -6.936079025268555]"
3bDGwl0X3EjQmIyFD1uif5,i used to bite my tongue and hold my breath scared to rock the boat and make a mess so i sat quietly agreed politely i guess that i forgot i had a choice i let you push me past the breaking point i stood for nothing so i fell for everything you held me down but i got up already brushing off the dust you hear my voice you hear that sound like thunder gonna shake the ground you held me down but i got up get ready cause i ve had enough i see it all i see it now i got the eye of the tiger a fighter dancing through the fire cause i am a champion and youre gonna hear me roar louder louder than a lion cause i am a champion and youre gonna hear me roar oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh youre gonna hear me roar  now im floating like a butterfly stinging like a bee i earned my stripes i went from zero to my own hero you held me down but i got up already brushing off the dust you hear my voice you hear that sound like thunder gonna shake the ground you held me down but i got up get ready cause i ve had enough i see it all i see it now i got the eye of the tiger a fighter dancing through the fire cause i am a champion and youre gonna hear me roar louder louder than a lion cause i am a champion and youre gonna hear me roar oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh youre gonna hear me roar oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh youre gonna hear me roar roar roar roar roar roar i got the eye of the tiger a fighter dancing through the fire cause i am a champion and youre gonna hear me roar oh louder louder than a lion cause i am a champion and youre gonna hear me roar oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh youre gonna hear me roar oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh youre gonna hear me roar 98,"[-1.456559181213379, -4.778567790985107, -5.2547736167907715, -4.286999702453613, -1.0164473056793213, -5.770020008087158, -6.268235683441162, -7.072366237640381, -5.580719470977783, -5.083959579467773, -5.525547504425049, -5.014683246612549, -5.6239399909973145, -2.8660635948181152, -1.046722412109375, -6.6864728927612305, -5.952931880950928, -3.3359999656677246, -5.937535285949707, -4.436629772186279, -4.01927375793457, -3.5267019271850586, -2.940809726715088, -4.625792026519775, -7.6375732421875, -5.445992469787598, -4.449342727661133]"
4kkDQNeYyLe9MxFAncbkoa,under a silver moon tropical temperature i feel my lotus bloom come closer i want your energy i want your aura you are my destiny my mantra i never knew i could see something so clearly looking through my third eye never knew karma could be so rewarding and bring me to your light maybe this is the beginning of something so magical tonight oh oh oh oh oh take me down to the river underneath the blood orange sun say my name like a scripture keep my heart beating like a drum legendary lovers we could be legendary legendary lovers we should be legendary go down in history go down together into infinity forever your cleopatra your blushing juliet anything for your love a ride or die i never knew i could see something so clearly looking through my third eye never knew karma could be so rewarding and bring me to your light maybe this is the beginning of something so magical tonight oh oh oh oh oh take me down to the river underneath the blood orange sun say my name like a scripture keep my heart beating like a drum legendary lovers we could be legendary legendary lovers we should be legendary  ah ooh ooh ah ooh check it out ooh ah ooh legendary lovers ooh legendary lovers ah ooh legendary lovers ooh oh take me down to the river underneath the blood orange sun say my name like a scripture keep my heart beating like a drum legendary lovers we could be legendary legendary lovers we should be legendary oh take me down to the river underneath the blood orange sun say my name like a scripture keep my heart beating like a drum legendary lovers we could be legendary oh oh legendary lovers we should be legendary ah ooh 34,"[-3.757113456726074, -5.088756561279297, -6.773072719573975, -5.562429904937744, -3.3114988803863525, -6.2416558265686035, -6.031893730163574, -4.672326564788818, -2.429260492324829, -5.902353763580322, -6.603975296020508, -6.319966793060303, -7.054529666900635, -0.015706714242696762, -5.618354320526123, -6.856893539428711, -7.1737213134765625, -3.1840858459472656, -3.472057342529297, -6.1939544677734375, -3.2216084003448486, -6.044061660766602, -4.202663898468018, -6.401748180389404, -7.87537145614624, -6.515462875366211, -2.414091110229492]"
3h7rG6QXFWThb22v5CkBMk,flowers in her hair she don t care peach pink lips yeah everybody stares you think you ve seen her in a magazine it s like she walked right out of your dreams black ray bans you know she s with the band passport stamps she s cosmopolitan yeah she runs the place like penny lane yeah you re lucky if you re on her plane from tokyo to mexico to rio that girl s a trip a one way ticket takes you miles high so high cause she s got that one international smile catch her if you can yeah she s so in demand takes you miles high so high cause she s got that one international smile she s got that je ne sais quoi you know it so très chic yeah she s a classic yeah she s footloose and so fancy free yeah she dances to a her own beat cause she s the muse and the artist always leaves a trail of stardust cause she s a little bit of yoko and she s a little bit of oh no from la miami to new york city that girl s a trip a one way ticket takes you miles high so high cause she s got that one international smile catch her if you can yeah she s so in demand takes you miles high so high cause she s got that one international smile  please fasten your seatbelts and make sure your champagne glass isn t empty we are now approaching the runway so get ready for take off she s got that international smile she s got that one international smile that girl s a trip a one way ticket takes you miles high so high cause she s got that one international smile catch her if you can yeah she s so in demand takes you miles high so high cause she s got that one international smile14,"[-2.1339213848114014, -4.673721790313721, -6.808436393737793, -5.002249240875244, -1.7215474843978882, -6.231594085693359, -7.356534004211426, -7.374375343322754, -6.497602939605713, -6.13857889175415, -6.398937702178955, -6.900216102600098, -7.267730712890625, -3.7894861698150635, -7.439323425292969, -6.966826438903809, -7.857208251953125, -3.354649066925049, -5.562131404876709, -7.923174858093262, -5.491909503936768, -4.950080871582031, -4.056561470031738, -5.809809684753418, -8.30849838256836, -7.293592929840088, -6.48811149597168]"
5lxucksmrEL9zAfTQGg0GL,was 27 surviving my return of saturn a long vacation didn t sound so bad was full of secrets locked up tight like iron mountain running on empty so out of gas thought i wasnt enough found i wasnt so tough laying on the bathroom floor we were living on a fault line and i felt the fault was all mine couldnt take it anymore by the grace of god i picked myself back up i put one foot in front of the other and i looked in the mirror and decided to stay wasn t gonna let love take me out that way i thank my sister for keeping my head above the water when the truth was like swallowing sand now every morning there is no more mourning oh i can finally see myself again i know i am enough possible to be loved it was not about me now i have to rise above let the universe call the bluff yeah the truth will set you free by the grace of god i picked myself back up i put one foot in front of the other and i looked in the mirror and decided to stay wasn t gonna let love take me out  oh that way no that way no not in the name of love that way no that way no i am not giving up by the grace of god i picked myself back up i put one foot in front of the other and i looked in the mirror looked in the mirror by the grace of god i picked myself back up i put one foot in front of the other and i looked in the mirror and decided to stay wasn t gonna let love take me out that way 15,"[-6.028834342956543, -7.467709064483643, -6.218204498291016, -4.125905513763428, -2.7896926403045654, -4.94679069519043, -6.27744197845459, -8.317281723022461, -6.192605018615723, -4.36382532119751, -1.9402498006820679, -6.476624965667725, -6.339624881744385, -6.660930633544922, -7.075942039489746, -0.05360559746623039, -6.796457767486572, -5.524188041687012, -6.761512756347656, -7.43803596496582, -4.999825954437256, -6.2205305099487305, -3.539376735687256, -4.541497707366943, -5.523001194000244, -4.768580436706543, -6.805119514465332]"
